filename,code,label,label_encoded
3685.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3691.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
    }

1",RE,1
3692.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3694.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
    }

1",RE,1
3696.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3703.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3705.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3706.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3717.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3719.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3722.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3724.sol,"function FUN1(VAR1.EventReturns memory VAR2)
        if (!address(VAR3).call.value(VAR4)(bytes4(FUN2(""""))))
    }
    function FUN3(uint256 VAR5, uint256 VAR6, uint256 VAR7, VAR1.EventReturns memory VAR2)
        if (!address(VAR3).call.value(VAR4)(bytes4(FUN2(""""))))
    }

1",RE,1
3732.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3735.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
    }

1",RE,1
3743.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
37528.sol,"function FUN1(){
    require(VAR1.call.value(VAR2)());
  }

1",RE,1
3757.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3768.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3770.sol,"function FUN1(VAR1.EventReturns memory VAR2)
        if (!address(VAR3).call.value(VAR4)(bytes4(FUN2(""""))))
    }
    function FUN3(uint256 VAR5, uint256 VAR6, uint256 VAR7, uint256 VAR8, uint256 VAR9, VAR1.EventReturns memory VAR2)
        if (!address(VAR3).call.value(VAR4)(bytes4(FUN2(""""))))
    }

1",RE,1
3773.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3790.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
    }

1",RE,1
3801.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3802.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3804.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3810.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3811.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3823.sol,"function FUN1(VAR1.EventReturns memory VAR2)
        if (!address(VAR3).call.value(VAR4)(bytes4(FUN2(""""))))
    }
    function FUN3(uint256 VAR5, uint256 VAR6, uint256 VAR7, uint256 VAR8, uint256 VAR9, VAR1.EventReturns memory VAR2)
        if (!address(VAR3).call.value(VAR4)(bytes4(FUN2(""""))))
    }

1",RE,1
3826.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3873.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3911.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3925.sol,"function FUN1(address sender, address VAR1, bytes VAR2, uint256 VAR3, bytes VAR4) public payable {
        require(this == VAR1);
        bytes32 VAR5 = FUN2(VAR6, FUN2(VAR1, VAR2, VAR3));
        require(VAR1.call.value(msg.value)(VAR2));
    }

1",RE,1
3932.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3934.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3935.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
3985.sol,"function FUN1(address sender, address VAR1, bytes VAR2, uint256 VAR3, bytes VAR4) public payable {
        require(this == VAR1);
        bytes32 VAR5 = FUN2(VAR6, FUN2(VAR1, VAR2, VAR3));
        require(VAR1.call.value(msg.value)(VAR2));
    }

1",RE,1
3987.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
402.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
40341.sol,"function FUN1(
        return VAR1.call.value(VAR2).FUN2(VAR3)();
    }

1",RE,1
40342.sol,"function FUN1(address VAR1, address VAR2) {
            VAR2.call.value(msg.value-VAR3)();
    }

1",RE,1
40343.sol,"function FUN1(
        return VAR1.call.value(VAR2).FUN2(VAR3)();
    }

1",RE,1
40344.sol,"function FUN1(
        return VAR1.call.value(VAR2).FUN2(VAR3)();
    }

1",RE,1
40357.sol,"function FUN1(address VAR1, address VAR2) {
            VAR2.call.value(msg.value - VAR3)();
    }

1",RE,1
4172.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4180.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4195.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4206.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4223.sol,"function FUN1(uint256 VAR1, address VAR2, uint256 VAR3, bytes32 VAR4, bool VAR5, bool VAR6)
        address(VAR7).call.value(address(this).VAR8)();
    }

1",RE,1
4225.sol,"function FUN1( address VAR1, bytes VAR2, uint value)
        return VAR1.call.value(value)(VAR2);
    }
    function FUN1( address VAR3, bytes VAR4 )
    }
    function FUN1( address VAR3, uint256 VAR5 )
    }

1",RE,1
428.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
430.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4391.sol,"function FUN1( address VAR1, bytes VAR2, uint value)
        return VAR1.call.value(value)(VAR2);
    }
    function FUN1( address VAR3, bytes VAR4 )
    }
    function FUN1( address VAR3, uint256 VAR5 )
    }

1",RE,1
452.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4679.sol,"function FUN1(address VAR1) internal {
		VAR2.FUN2(VAR1, VAR3[VAR1]);
		require( address(VAR2).call.value( VAR4[VAR1] )( bytes4( FUN3("""") ) ) );
	}
    function FUN4() onlyRC payable public returns(bool) {
        require(VAR5.call.value(msg.value)(), """");
    }

1",RE,1
478.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
        if (!address(VAR8).call.value(VAR9)())
            VAR8.transfer(VAR10.FUN2(VAR11));
    }

1",RE,1
4856.sol,"function FUN1(uint VAR1)
        if(VAR2[msg.sender]>=VAR3 && VAR2[msg.sender]>=VAR1)
            if(msg.sender.call.value(VAR1)())
                VAR2[msg.sender]-=VAR1;
                VAR4.FUN2(msg.sender,VAR1,"""");
    }

1",RE,1
489.sol,"function FUN1(VAR1.EventReturns memory VAR2)
        VAR3.call.value(VAR4)(bytes4(FUN2("""")));  
    }
    function FUN3(uint256 VAR5, uint256 VAR6, uint256 VAR7, uint256 VAR8, uint256 VAR9, VAR1.EventReturns memory VAR2)
            VAR3.call.value(VAR4)(bytes4(FUN2("""")));
    }

1",RE,1
500.sol,"function FUN1(VAR1.EventReturns memory VAR2)
        VAR3.call.value(VAR4)(bytes4(FUN2("""")));  
    }
    function FUN3(uint256 VAR5, uint256 VAR6, uint256 VAR7, uint256 VAR8, uint256 VAR9, VAR1.EventReturns memory VAR2)
            VAR3.call.value(VAR4)(bytes4(FUN2("""")));
    }

1",RE,1
5073.sol,"function FUN1(uint VAR1)
        if(VAR2[msg.sender]>=VAR3 && VAR2[msg.sender]>=VAR1)
            if(msg.sender.call.value(VAR1)())
                VAR2[msg.sender]-=VAR1;
                VAR4.FUN2(msg.sender,VAR1,"""");
    }

1",RE,1
5214.sol,"function FUN1() payable public {
      if(!VAR1.call.value(VAR2).FUN2(400000)()) {
    }

1",RE,1
552.sol,"function FUN1(VAR1.EventReturns memory VAR2)
        VAR3.call.value(VAR4)(bytes4(FUN2("""")));  
    }
    function FUN3(uint256 VAR5, uint256 VAR6, uint256 VAR7, uint256 VAR8, uint256 VAR9, VAR1.EventReturns memory VAR2)
            VAR3.call.value(VAR4)(bytes4(FUN2("""")));
    }

1",RE,1
5561.sol,"function FUN1(uint VAR1)
        if(VAR2[msg.sender]>=VAR3 && VAR2[msg.sender]>=VAR1)
            if(msg.sender.call.value(VAR1)())
                VAR2[msg.sender]-=VAR1;
                VAR4.FUN2(msg.sender,VAR1,"""");
    }

1",RE,1
5755.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
578.sol,"function FUN1(
      VAR1 != address(this) &&
      transfer(VAR1, value)
    require(VAR1.call.value(msg.value)(VAR2));
  }

1",RE,1
60.sol,"function FUN1(
        require(VAR1.VAR2 == VAR3.VAR2 + 1, """");
        require(VAR4.VAR2 == VAR3.VAR2, """");
        for (uint VAR5 = 0; VAR5 < VAR3.VAR2; VAR5++) {
                VAR6.FUN2(VAR3[VAR5], VAR6.FUN3(this));
            require(VAR3[VAR5].call.value(VAR4[VAR5])(VAR7), """");
                VAR6.FUN2(VAR3[VAR5], 0);
    }

1",RE,1
6606.sol,"function FUN1(
        require(VAR1.call.value(VAR2)(VAR3));
    }

1",RE,1
6613.sol,"function FUN1(
        require(VAR1.call.value(VAR2)(VAR3));
    }

1",RE,1
6618.sol,"function FUN1(address VAR1, uint256 VAR2, bytes VAR3) public payable returns (bool) {
        require(VAR1 != address(this));
        super.FUN2(VAR1, VAR2);
        require(VAR1.call.value(msg.value)(VAR3));
    }
    function FUN3(address VAR4, uint256 VAR2, bytes VAR3) public payable returns (bool) {
        require(VAR4 != address(this));
        super.transfer(VAR4, VAR2);
        require(VAR4.call.value(msg.value)(VAR3));
    }
    function FUN4(address VAR5, address VAR4, uint256 VAR2, bytes VAR3) public payable returns (bool) {
        require(VAR4 != address(this));
        super.FUN5(VAR5, VAR4, VAR2);
        require(VAR4.call.value(msg.value)(VAR3));
    }
    function FUN6(address VAR1, uint VAR6, bytes VAR3) public payable returns (bool) {
        require(VAR1 != address(this));
        super.FUN7(VAR1, VAR6);
        require(VAR1.call.value(msg.value)(VAR3));
    }
    function FUN8(address VAR1, uint VAR7, bytes VAR3) public payable returns (bool) {
        require(VAR1 != address(this));
        super.FUN9(VAR1, VAR7);
        require(VAR1.call.value(msg.value)(VAR3));
    }

1",RE,1
6750.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
6881.sol,"function FUN1(
        require(VAR1.call.value(VAR2)(VAR3));
    }

1",RE,1
6961.sol,"function transfer(address VAR1, uint VAR2) public returns (bool VAR3) {
    }
    function transfer(address VAR1, uint VAR2, bytes VAR4) public returns (bool VAR3) {
    }
    function transfer(address VAR1, uint VAR2, bytes VAR4, string VAR5) public returns (bool VAR3) {
                && VAR6[VAR1] == false
                && VAR7 > VAR8[VAR1]);
        if (FUN1(VAR1)) {
            VAR9[VAR1] = VAR9[VAR1].FUN2(VAR2);
            assert(VAR1.call.value(0)(bytes4(FUN3(VAR5)), msg.sender, VAR2, VAR4));
            emit Transfer(msg.sender, VAR1, VAR2, VAR4);
            emit Transfer(msg.sender, VAR1, VAR2);
            return FUN4(VAR1, VAR2, VAR4);
    }

1",RE,1
702.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
7056.sol,"function FUN1( address VAR1, bytes VAR2, uint value)
        return VAR1.call.value(value)(VAR2);
    }
    function FUN1( address VAR3, bytes VAR4 )
    }
    function FUN1( address VAR3, uint256 VAR5 )
    }

1",RE,1
7170.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
74.sol,"function FUN1(
        require(VAR1.VAR2 == VAR3.VAR2 + 1, """");
        require(VAR4.VAR2 == VAR3.VAR2, """");
        for (uint VAR5 = 0; VAR5 < VAR3.VAR2; VAR5++) {
            require(VAR3[VAR5].call.value(VAR4[VAR5])(VAR6), """");
    }

1",RE,1
7603.sol,"function FUN1() payable public {
      if(!VAR1.call.value(VAR2).FUN2(400000)()) {
    }

1",RE,1
774.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, VAR4.EventReturns memory VAR5)
        if (!address(VAR6).call.value(VAR7)(bytes4(FUN2(""""))))
    }

1",RE,1
785.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, uint256 VAR4, uint256 VAR5, VAR6.EventReturns memory VAR7)
          if (!address(VAR8).call.value(VAR9)())
              VAR8.transfer(VAR10.FUN2(VAR11));
      }

1",RE,1
7877.sol,"function FUN1(
    FUN2(VAR1)
      transfer(VAR1, value) &&
    require(VAR1.call.value(msg.value)(VAR2));
  }

1",RE,1
8168.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
8219.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
8342.sol,"function FUN1(address VAR1, uint256 VAR2, uint256 VAR3, bytes VAR4)
    return VAR1.call.value(VAR2).FUN2(VAR3)(VAR4);
  }

1",RE,1
8396.sol,"function FUN1(uint VAR1)
            VAR2.VAR3 = true;
            if (VAR2.VAR4.call.value(VAR2.value)(VAR2.VAR5))
                VAR2.VAR3 = false;
    }

1",RE,1
84.sol,"function FUN1(uint256 VAR1, uint256 VAR2, uint256 VAR3, VAR4.EventReturns memory VAR5)
        if (!address(VAR6).call.value(VAR7)())
    }

1",RE,1
8508.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
88.sol,"function FUN1(bytes32 VAR1, bytes VAR2) external payable returns (bool VAR3) {
    if (address(VAR4).call.value(msg.value)(VAR5.FUN2(
  }

1",RE,1
9001.sol,"function FUN1(address VAR1, uint256 VAR2, bytes VAR3) public payable returns (bool) {
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(address VAR4, uint256 VAR2, bytes VAR3) public payable returns (bool) {
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(address VAR1, uint VAR6, bytes VAR3) public payable returns (bool) {
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(address VAR1, uint VAR7, bytes VAR3) public payable returns (bool) {
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
9221.sol,"function FUN1() payable
		if ((FUN2()%2==1) && (msg.value == 1 VAR1) && (!VAR2))
			if (!msg.sender.call.value(2 VAR1)())
	}
	function FUN3(uint VAR3)
		if (VAR4==msg.sender)
			if (!msg.sender.call.value( VAR3 * (1 VAR1))())
	}

1",RE,1
9284.sol,"function FUN1(uint VAR1)
        if(VAR2[msg.sender]>=VAR3 && VAR2[msg.sender]>=VAR1)
            if(msg.sender.call.value(VAR1)())
                VAR2[msg.sender]-=VAR1;
                VAR4.FUN2(msg.sender,VAR1,"""");
    }

1",RE,1
9538.sol,"function FUN1(
    require(VAR1 != address(this));
    super.FUN2(VAR1, VAR2);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN3(
    require(VAR4 != address(this));
    super.transfer(VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN4(
    require(VAR4 != address(this));
    super.FUN5(VAR5, VAR4, VAR2);
    require(VAR4.call.value(msg.value)(VAR3));
  }
  function FUN6(
    require(VAR1 != address(this));
    super.FUN7(VAR1, VAR6);
    require(VAR1.call.value(msg.value)(VAR3));
  }
  function FUN8(
    require(VAR1 != address(this));
    super.FUN9(VAR1, VAR7);
    require(VAR1.call.value(msg.value)(VAR3));
  }

1",RE,1
9584.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9586.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9600.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9602.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9610.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9611.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9612.sol,"function FUN1(address VAR1, bytes VAR2, uint VAR3) internal {
        require(VAR1.call.value(VAR3)(VAR2), """");
    }

1",RE,1
9654.sol,"function FUN1() payable
		if ((FUN2()%2==1) && (msg.value == 1 VAR1) && (!VAR2))
			if (!msg.sender.call.value(2 VAR1)())
	}

1",RE,1
